"event" "xdat" "time" "trial" "etype" "run"
"6451" "SCSDstartEM" 40 246.1 76 "start" 2
"6491" "SCSD108" 142 249 76 "delay" 2
"652" "EndTrial" 250 251.9 76 "end" 2
"656" "startFIX" 60 252.1 77 "start" 2
"658" "targetFIX" 160 252.75 77 "delay" 2
"6601" "EndTrial" 250 253.4 77 "end" 2
"6641" "startFIX" 60 253.6 78 "start" 2
"6661" "targetFIX" 160 254.25 78 "delay" 2
"6681" "EndTrial" 250 254.9 78 "end" 2
"6721" "startFIX" 60 255.1 79 "start" 2
"6741" "targetFIX" 160 255.75 79 "delay" 2
"6761" "EndTrial" 250 256.4 79 "end" 2
"6801" "startFIX" 60 256.6 80 "start" 2
"6821" "targetFIX" 160 257.25 80 "delay" 2
"6841" "EndTrial" 250 257.9 80 "end" 2
"6881" "startFIX" 60 258.1 81 "start" 2
"6901" "targetFIX" 160 258.75 81 "delay" 2
"6921" "EndTrial" 250 259.4 81 "end" 2
"6961" "startFIX" 60 259.6 82 "start" 2
"698" "targetFIX" 160 260.25 82 "delay" 2
"7001" "EndTrial" 250 260.9 82 "end" 2
"704" "SCSDstartEM" 40 261.1 83 "start" 2
"708" "SCSD426" 144 264 83 "delay" 2
"7111" "EndTrial" 250 266.9 83 "end" 2
"7151" "startFIX" 60 267.1 84 "start" 2
"7171" "targetFIX" 160 267.75 84 "delay" 2
"7191" "EndTrial" 250 268.4 84 "end" 2
"7231" "startFIX" 60 268.6 85 "start" 2
"725" "targetFIX" 160 269.25 85 "delay" 2
"7271" "EndTrial" 250 269.9 85 "end" 2
"731" "LCLDstartEM" 30 270.1 86 "start" 2
"735" "LCLD532" 135 274.5 86 "delay" 2
"7381" "EndTrial" 250 284.9 86 "end" 2
"7421" "startFIX" 60 285.1 87 "start" 2
"7441" "targetFIX" 160 285.75 87 "delay" 2
"7461" "EndTrial" 250 286.4 87 "end" 2
"7501" "startFIX" 60 286.6 88 "start" 2
"7521" "targetFIX" 160 287.25 88 "delay" 2
"7541" "EndTrial" 250 287.9 88 "end" 2
"7581" "startFIX" 60 288.1 89 "start" 2
"7601" "targetFIX" 160 288.75 89 "delay" 2
"7621" "EndTrial" 250 289.4 89 "end" 2
"7661" "startFIX" 60 289.6 90 "start" 2
"7681" "targetFIX" 160 290.25 90 "delay" 2
"7701" "EndTrial" 250 290.9 90 "end" 2
"7741" "SCLDstartEM" 50 291.1 91 "start" 2
"7781" "SCLD108" 152 294 91 "delay" 2
"7811" "EndTrial" 250 304.4 91 "end" 2
"7851" "startFIX" 60 304.6 92 "start" 2
"7871" "targetFIX" 160 305.25 92 "delay" 2
"7891" "EndTrial" 250 305.9 92 "end" 2
"7931" "startFIX" 60 306.1 93 "start" 2
"7951" "targetFIX" 160 306.75 93 "delay" 2
"7971" "EndTrial" 250 307.4 93 "end" 2
"8011" "startFIX" 60 307.6 94 "start" 2
"8031" "targetFIX" 160 308.25 94 "delay" 2
"8051" "EndTrial" 250 308.9 94 "end" 2
"8091" "startFIX" 60 309.1 95 "start" 2
"811" "targetFIX" 160 309.75 95 "delay" 2
"8131" "EndTrial" 250 310.4 95 "end" 2
"817" "startFIX" 60 310.6 96 "start" 2
"819" "targetFIX" 160 311.25 96 "delay" 2
"821" "EndTrial" 250 311.9 96 "end" 2
"825" "startFIX" 60 312.1 97 "start" 2
"827" "targetFIX" 160 312.75 97 "delay" 2
"829" "EndTrial" 250 313.4 97 "end" 2
"833" "startFIX" 60 313.6 98 "start" 2
"835" "targetFIX" 160 314.25 98 "delay" 2
"837" "EndTrial" 250 314.9 98 "end" 2
"841" "startFIX" 60 315.1 99 "start" 2
"843" "targetFIX" 160 315.75 99 "delay" 2
"845" "EndTrial" 250 316.4 99 "end" 2
"849" "SCSDstartEM" 40 316.6 100 "start" 2
"853" "SCSD633" 146 319.5 100 "delay" 2
"8561" "EndTrial" 250 322.4 100 "end" 2
"8601" "startFIX" 60 322.6 101 "start" 2
"862" "targetFIX" 160 323.25 101 "delay" 2
"8641" "EndTrial" 250 323.9 101 "end" 2
"868" "startFIX" 60 324.1 102 "start" 2
"870" "targetFIX" 160 324.75 102 "delay" 2
"872" "EndTrial" 250 325.4 102 "end" 2
"876" "startFIX" 60 325.6 103 "start" 2
"878" "targetFIX" 160 326.25 103 "delay" 2
"880" "EndTrial" 250 326.9 103 "end" 2
"884" "startFIX" 60 327.1 104 "start" 2
"886" "targetFIX" 160 327.75 104 "delay" 2
"888" "EndTrial" 250 328.4 104 "end" 2
"892" "startFIX" 60 328.6 105 "start" 2
"894" "targetFIX" 160 329.25 105 "delay" 2
"896" "EndTrial" 250 329.9 105 "end" 2
"900" "LCLDstartEM" 30 330.1 106 "start" 2
"904" "LCLD108" 132 334.5 106 "delay" 2
"9071" "EndTrial" 250 344.9 106 "end" 2
"9111" "startFIX" 60 345.1 107 "start" 2
"9131" "targetFIX" 160 345.75 107 "delay" 2
"9151" "EndTrial" 250 346.4 107 "end" 2
"9191" "startFIX" 60 346.6 108 "start" 2
"9211" "targetFIX" 160 347.25 108 "delay" 2
"9231" "EndTrial" 250 347.9 108 "end" 2
"9271" "startFIX" 60 348.1 109 "start" 2
"9291" "targetFIX" 160 348.75 109 "delay" 2
"9311" "EndTrial" 250 349.4 109 "end" 2
"33" "LCLDstartEM" 30 6.1 1 "start" 3
"72" "LCLD426" 134 10.5 1 "delay" 3
"106" "EndTrial" 250 20.9 1 "end" 3
"146" "startFIX" 60 21.1 2 "start" 3
"165" "targetFIX" 160 21.75 2 "delay" 3
"184" "EndTrial" 250 22.4 2 "end" 3
"227" "startFIX" 60 22.6 3 "start" 3
"2410" "targetFIX" 160 23.25 3 "delay" 3
"267" "EndTrial" 250 23.9 3 "end" 3
"305" "startFIX" 60 24.1 4 "start" 3
"325" "targetFIX" 160 24.75 4 "delay" 3
"343" "EndTrial" 250 25.4 4 "end" 3
"384" "LCSDstartEM" 20 25.6 5 "start" 3
"426" "LCSD532" 125 30 5 "delay" 3
"451" "EndTrial" 250 32.9 5 "end" 3
"493" "startFIX" 60 33.1 6 "start" 3
"512" "targetFIX" 160 33.75 6 "delay" 3
"532" "EndTrial" 250 34.4 6 "end" 3
"573" "startFIX" 60 34.6 7 "start" 3
"592" "targetFIX" 160 35.25 7 "delay" 3
"611" "EndTrial" 250 35.9 7 "end" 3
"651" "startFIX" 60 36.1 8 "start" 3
"671" "targetFIX" 160 36.75 8 "delay" 3
"697" "EndTrial" 250 37.4 8 "end" 3
"737" "LCLDstartEM" 30 37.6 9 "start" 3
"772" "LCLD214" 133 42 9 "delay" 3
"804" "EndTrial" 250 52.4 9 "end" 3
"842" "startFIX" 60 52.6 10 "start" 3
"863" "targetFIX" 160 53.25 10 "delay" 3
"882" "EndTrial" 250 53.9 10 "end" 3
"922" "startFIX" 60 54.1 11 "start" 3
"941" "targetFIX" 160 54.75 11 "delay" 3
"961" "EndTrial" 250 55.4 11 "end" 3
"1001" "startFIX" 60 55.6 12 "start" 3
"1021" "targetFIX" 160 56.25 12 "delay" 3
"1041" "EndTrial" 250 56.9 12 "end" 3
"1081" "startFIX" 60 57.1 13 "start" 3
"110" "targetFIX" 160 57.75 13 "delay" 3
"1121" "EndTrial" 250 58.4 13 "end" 3
"116" "SCSDstartEM" 40 58.6 14 "start" 3
"1201" "SCSD532" 145 61.5 14 "delay" 3
"1231" "EndTrial" 250 64.4 14 "end" 3
"1271" "startFIX" 60 64.6 15 "start" 3
"1291" "targetFIX" 160 65.25 15 "delay" 3
"1311" "EndTrial" 250 65.9 15 "end" 3
"1351" "startFIX" 60 66.1 16 "start" 3
"1371" "targetFIX" 160 66.75 16 "delay" 3
"1391" "EndTrial" 250 67.4 16 "end" 3
"1431" "startFIX" 60 67.6 17 "start" 3
"1451" "targetFIX" 160 68.25 17 "delay" 3
"1471" "EndTrial" 250 68.9 17 "end" 3
"1511" "startFIX" 60 69.1 18 "start" 3
"1531" "targetFIX" 160 69.75 18 "delay" 3
"1551" "EndTrial" 250 70.4 18 "end" 3
"1591" "startFIX" 60 70.6 19 "start" 3
"1611" "targetFIX" 160 71.25 19 "delay" 3
"1631" "EndTrial" 250 71.9 19 "end" 3
"1671" "LCLDstartEM" 30 72.1 20 "start" 3
"1711" "LCLD7" 131 76.5 20 "delay" 3
"1741" "EndTrial" 250 86.9 20 "end" 3
"1781" "startFIX" 60 87.1 21 "start" 3
"1801" "targetFIX" 160 87.75 21 "delay" 3
"1821" "EndTrial" 250 88.4 21 "end" 3
"1861" "startFIX" 60 88.6 22 "start" 3
"1881" "targetFIX" 160 89.25 22 "delay" 3
"1901" "EndTrial" 250 89.9 22 "end" 3
"1941" "startFIX" 60 90.1 23 "start" 3
"196" "targetFIX" 160 90.75 23 "delay" 3
"1981" "EndTrial" 250 91.4 23 "end" 3
"202" "SCLDstartEM" 50 91.6 24 "start" 3
"206" "SCLD7" 151 94.5 24 "delay" 3
"2091" "EndTrial" 250 104.9 24 "end" 3
"2131" "startFIX" 60 105.1 25 "start" 3
"2151" "targetFIX" 160 105.75 25 "delay" 3
"2171" "EndTrial" 250 106.4 25 "end" 3
"2211" "startFIX" 60 106.6 26 "start" 3
"2231" "targetFIX" 160 107.25 26 "delay" 3
"2251" "EndTrial" 250 107.9 26 "end" 3
"2291" "startFIX" 60 108.1 27 "start" 3
"2311" "targetFIX" 160 108.75 27 "delay" 3
"2331" "EndTrial" 250 109.4 27 "end" 3
"2371" "startFIX" 60 109.6 28 "start" 3
"239" "targetFIX" 160 110.25 28 "delay" 3
"2411" "EndTrial" 250 110.9 28 "end" 3
"245" "startFIX" 60 111.1 29 "start" 3
"247" "targetFIX" 160 111.75 29 "delay" 3
"249" "EndTrial" 250 112.4 29 "end" 3
"253" "startFIX" 60 112.6 30 "start" 3
"255" "targetFIX" 160 113.25 30 "delay" 3
"257" "EndTrial" 250 113.9 30 "end" 3
"261" "LCSDstartEM" 20 114.1 31 "start" 3
"265" "LCSD108" 122 118.5 31 "delay" 3
"2681" "EndTrial" 250 121.4 31 "end" 3
"2721" "startFIX" 60 121.6 32 "start" 3
"2741" "targetFIX" 160 122.25 32 "delay" 3
"2761" "EndTrial" 250 122.9 32 "end" 3
"2801" "startFIX" 60 123.1 33 "start" 3
"2821" "targetFIX" 160 123.75 33 "delay" 3
"2841" "EndTrial" 250 124.4 33 "end" 3
"2881" "LCSDstartEM" 20 124.6 34 "start" 3
"2921" "LCSD426" 124 129 34 "delay" 3
"2951" "EndTrial" 250 131.9 34 "end" 3
"2991" "startFIX" 60 132.1 35 "start" 3
"3011" "targetFIX" 160 132.75 35 "delay" 3
"3031" "EndTrial" 250 133.4 35 "end" 3
"3071" "startFIX" 60 133.6 36 "start" 3
"3091" "targetFIX" 160 134.25 36 "delay" 3
"3111" "EndTrial" 250 134.9 36 "end" 3
"3151" "startFIX" 60 135.1 37 "start" 3
"317" "targetFIX" 160 135.75 37 "delay" 3
"3191" "EndTrial" 250 136.4 37 "end" 3
"323" "SCSDstartEM" 40 136.6 38 "start" 3
"327" "SCSD7" 141 139.5 38 "delay" 3
"3302" "EndTrial" 250 142.4 38 "end" 3
"3341" "startFIX" 60 142.6 39 "start" 3
"3362" "targetFIX" 160 143.25 39 "delay" 3
"3382" "EndTrial" 250 143.9 39 "end" 3
"3421" "startFIX" 60 144.1 40 "start" 3
"3442" "targetFIX" 160 144.75 40 "delay" 3
"3462" "EndTrial" 250 145.4 40 "end" 3
"3501" "SCLDstartEM" 50 145.6 41 "start" 3
"3541" "SCLD532" 155 148.5 41 "delay" 3
"3571" "EndTrial" 250 158.9 41 "end" 3
"3611" "startFIX" 60 159.1 42 "start" 3
"3632" "targetFIX" 160 159.75 42 "delay" 3
"3652" "EndTrial" 250 160.4 42 "end" 3
"3691" "startFIX" 60 160.6 43 "start" 3
"3712" "targetFIX" 160 161.25 43 "delay" 3
"3732" "EndTrial" 250 161.9 43 "end" 3
"3771" "startFIX" 60 162.1 44 "start" 3
"3792" "targetFIX" 160 162.75 44 "delay" 3
"3812" "EndTrial" 250 163.4 44 "end" 3
"3851" "startFIX" 60 163.6 45 "start" 3
"3872" "targetFIX" 160 164.25 45 "delay" 3
"3891" "EndTrial" 250 164.9 45 "end" 3
"3931" "startFIX" 60 165.1 46 "start" 3
"3951" "targetFIX" 160 165.75 46 "delay" 3
"3971" "EndTrial" 250 166.4 46 "end" 3
"4011" "startFIX" 60 166.6 47 "start" 3
"403" "targetFIX" 160 167.25 47 "delay" 3
"4051" "EndTrial" 250 167.9 47 "end" 3
"409" "startFIX" 60 168.1 48 "start" 3
"411" "targetFIX" 160 168.75 48 "delay" 3
"413" "EndTrial" 250 169.4 48 "end" 3
"417" "LCSDstartEM" 20 169.6 49 "start" 3
"4211" "LCSD214" 123 174 49 "delay" 3
"4241" "EndTrial" 250 176.9 49 "end" 3
"4281" "startFIX" 60 177.1 50 "start" 3
"4301" "targetFIX" 160 177.75 50 "delay" 3
"4321" "EndTrial" 250 178.4 50 "end" 3
"4361" "startFIX" 60 178.6 51 "start" 3
"4381" "targetFIX" 160 179.25 51 "delay" 3
"4401" "EndTrial" 250 179.9 51 "end" 3
"4441" "startFIX" 60 180.1 52 "start" 3
"4461" "targetFIX" 160 180.75 52 "delay" 3
"4481" "EndTrial" 250 181.4 52 "end" 3
"4521" "startFIX" 60 181.6 53 "start" 3
"4541" "targetFIX" 160 182.25 53 "delay" 3
"4562" "EndTrial" 250 182.9 53 "end" 3
"4602" "startFIX" 60 183.1 54 "start" 3
"4621" "targetFIX" 160 183.75 54 "delay" 3
"4642" "EndTrial" 250 184.4 54 "end" 3
"4681" "startFIX" 60 184.6 55 "start" 3
"4701" "targetFIX" 160 185.25 55 "delay" 3
"4721" "EndTrial" 250 185.9 55 "end" 3
"4761" "SCLDstartEM" 50 186.1 56 "start" 3
"4801" "SCLD214" 153 189 56 "delay" 3
"4831" "EndTrial" 250 199.4 56 "end" 3
"4871" "startFIX" 60 199.6 57 "start" 3
"4891" "targetFIX" 160 200.25 57 "delay" 3
"4911" "EndTrial" 250 200.9 57 "end" 3
"4951" "startFIX" 60 201.1 58 "start" 3
"4971" "targetFIX" 160 201.75 58 "delay" 3
"4991" "EndTrial" 250 202.4 58 "end" 3
"5031" "startFIX" 60 202.6 59 "start" 3
"5051" "targetFIX" 160 203.25 59 "delay" 3
"5072" "EndTrial" 250 203.9 59 "end" 3
"5112" "startFIX" 60 204.1 60 "start" 3
"5132" "targetFIX" 160 204.75 60 "delay" 3
"5152" "EndTrial" 250 205.4 60 "end" 3
"5192" "startFIX" 60 205.6 61 "start" 3
"5212" "targetFIX" 160 206.25 61 "delay" 3
"5232" "EndTrial" 250 206.9 61 "end" 3
"5272" "LCSDstartEM" 20 207.1 62 "start" 3
"5312" "LCSD633" 126 211.5 62 "delay" 3
"5341" "EndTrial" 250 214.4 62 "end" 3
"5381" "startFIX" 60 214.6 63 "start" 3
"5401" "targetFIX" 160 215.25 63 "delay" 3
"5421" "EndTrial" 250 215.9 63 "end" 3
"5461" "startFIX" 60 216.1 64 "start" 3
"5481" "targetFIX" 160 216.75 64 "delay" 3
"5501" "EndTrial" 250 217.4 64 "end" 3
"5541" "startFIX" 60 217.6 65 "start" 3
"5561" "targetFIX" 160 218.25 65 "delay" 3
"5581" "EndTrial" 250 218.9 65 "end" 3
"5621" "startFIX" 60 219.1 66 "start" 3
"5641" "targetFIX" 160 219.75 66 "delay" 3
"5661" "EndTrial" 250 220.4 66 "end" 3
"5701" "SCSDstartEM" 40 220.6 67 "start" 3
"5742" "SCSD108" 142 223.5 67 "delay" 3
"577" "EndTrial" 250 226.4 67 "end" 3
"581" "startFIX" 60 226.6 68 "start" 3
"583" "targetFIX" 160 227.25 68 "delay" 3
"585" "EndTrial" 250 227.9 68 "end" 3
"589" "startFIX" 60 228.1 69 "start" 3
"591" "targetFIX" 160 228.75 69 "delay" 3
"593" "EndTrial" 250 229.4 69 "end" 3
"597" "startFIX" 60 229.6 70 "start" 3
"599" "targetFIX" 160 230.25 70 "delay" 3
"6011" "EndTrial" 250 230.9 70 "end" 3
"6051" "startFIX" 60 231.1 71 "start" 3
"6071" "targetFIX" 160 231.75 71 "delay" 3
"6091" "EndTrial" 250 232.4 71 "end" 3
"6131" "startFIX" 60 232.6 72 "start" 3
"6151" "targetFIX" 160 233.25 72 "delay" 3
"6171" "EndTrial" 250 233.9 72 "end" 3
"6211" "startFIX" 60 234.1 73 "start" 3
"6231" "targetFIX" 160 234.75 73 "delay" 3
"6252" "EndTrial" 250 235.4 73 "end" 3
"6292" "LCLDstartEM" 30 235.6 74 "start" 3
"6332" "LCLD532" 135 240 74 "delay" 3
"636" "EndTrial" 250 250.4 74 "end" 3
"640" "startFIX" 60 250.6 75 "start" 3
"642" "targetFIX" 160 251.25 75 "delay" 3
"644" "EndTrial" 250 251.9 75 "end" 3
"648" "startFIX" 60 252.1 76 "start" 3
"650" "targetFIX" 160 252.75 76 "delay" 3
"6521" "EndTrial" 250 253.4 76 "end" 3
"6561" "startFIX" 60 253.6 77 "start" 3
"6581" "targetFIX" 160 254.25 77 "delay" 3
"6602" "EndTrial" 250 254.9 77 "end" 3
"6642" "startFIX" 60 255.1 78 "start" 3
"6662" "targetFIX" 160 255.75 78 "delay" 3
"6682" "EndTrial" 250 256.4 78 "end" 3
"6722" "startFIX" 60 256.6 79 "start" 3
"6742" "targetFIX" 160 257.25 79 "delay" 3
"6762" "EndTrial" 250 257.9 79 "end" 3
"6802" "SCLDstartEM" 50 258.1 80 "start" 3
"6842" "SCLD108" 152 261 80 "delay" 3
"687" "EndTrial" 250 271.4 80 "end" 3
"691" "startFIX" 60 271.6 81 "start" 3
"693" "targetFIX" 160 272.25 81 "delay" 3
"695" "EndTrial" 250 272.9 81 "end" 3
"699" "startFIX" 60 273.1 82 "start" 3
"701" "targetFIX" 160 273.75 82 "delay" 3
"7031" "EndTrial" 250 274.4 82 "end" 3
"7071" "startFIX" 60 274.6 83 "start" 3
"7091" "targetFIX" 160 275.25 83 "delay" 3
"7112" "EndTrial" 250 275.9 83 "end" 3
"7152" "startFIX" 60 276.1 84 "start" 3
"7172" "targetFIX" 160 276.75 84 "delay" 3
"7192" "EndTrial" 250 277.4 84 "end" 3
"7232" "startFIX" 60 277.6 85 "start" 3
"7251" "targetFIX" 160 278.25 85 "delay" 3
"7272" "EndTrial" 250 278.9 85 "end" 3
"7311" "startFIX" 60 279.1 86 "start" 3
"733" "targetFIX" 160 279.75 86 "delay" 3
"7351" "EndTrial" 250 280.4 86 "end" 3
"739" "startFIX" 60 280.6 87 "start" 3
"741" "targetFIX" 160 281.25 87 "delay" 3
"743" "EndTrial" 250 281.9 87 "end" 3
"747" "SCSDstartEM" 40 282.1 88 "start" 3
"751" "SCSD633" 146 285 88 "delay" 3
"7542" "EndTrial" 250 287.9 88 "end" 3
"7582" "startFIX" 60 288.1 89 "start" 3
"7602" "targetFIX" 160 288.75 89 "delay" 3
"7622" "EndTrial" 250 289.4 89 "end" 3
"7662" "startFIX" 60 289.6 90 "start" 3
"7682" "targetFIX" 160 290.25 90 "delay" 3
"7702" "EndTrial" 250 290.9 90 "end" 3
"7742" "startFIX" 60 291.1 91 "start" 3
"776" "targetFIX" 160 291.75 91 "delay" 3
"7782" "EndTrial" 250 292.4 91 "end" 3
"782" "startFIX" 60 292.6 92 "start" 3
"784" "targetFIX" 160 293.25 92 "delay" 3
"786" "EndTrial" 250 293.9 92 "end" 3
"790" "startFIX" 60 294.1 93 "start" 3
"792" "targetFIX" 160 294.75 93 "delay" 3
"794" "EndTrial" 250 295.4 93 "end" 3
"798" "startFIX" 60 295.6 94 "start" 3
"800" "targetFIX" 160 296.25 94 "delay" 3
"802" "EndTrial" 250 296.9 94 "end" 3
"806" "startFIX" 60 297.1 95 "start" 3
"808" "targetFIX" 160 297.75 95 "delay" 3
"810" "EndTrial" 250 298.4 95 "end" 3
"814" "startFIX" 60 298.6 96 "start" 3
"8161" "targetFIX" 160 299.25 96 "delay" 3
"818" "EndTrial" 250 299.9 96 "end" 3
"8221" "SCSDstartEM" 40 300.1 97 "start" 3
"826" "SCSD426" 144 303 97 "delay" 3
"8291" "EndTrial" 250 305.9 97 "end" 3
"8331" "startFIX" 60 306.1 98 "start" 3
"8351" "targetFIX" 160 306.75 98 "delay" 3
"8371" "EndTrial" 250 307.4 98 "end" 3
"8411" "startFIX" 60 307.6 99 "start" 3
"8431" "targetFIX" 160 308.25 99 "delay" 3
"8451" "EndTrial" 250 308.9 99 "end" 3
"8491" "startFIX" 60 309.1 100 "start" 3
"851" "targetFIX" 160 309.75 100 "delay" 3
"8531" "EndTrial" 250 310.4 100 "end" 3
"857" "SCLDstartEM" 50 310.6 101 "start" 3
"861" "SCLD633" 156 313.5 101 "delay" 3
"8642" "EndTrial" 250 323.9 101 "end" 3
"8681" "startFIX" 60 324.1 102 "start" 3
"8701" "targetFIX" 160 324.75 102 "delay" 3
"8721" "EndTrial" 250 325.4 102 "end" 3
"8761" "startFIX" 60 325.6 103 "start" 3
"8781" "targetFIX" 160 326.25 103 "delay" 3
"8801" "EndTrial" 250 326.9 103 "end" 3
"8841" "LCLDstartEM" 30 327.1 104 "start" 3
"8881" "LCLD108" 132 331.5 104 "delay" 3
"8911" "EndTrial" 250 341.9 104 "end" 3
"8951" "startFIX" 60 342.1 105 "start" 3
"8971" "targetFIX" 160 342.75 105 "delay" 3
"8991" "EndTrial" 250 343.4 105 "end" 3
"9031" "startFIX" 60 343.6 106 "start" 3
"9051" "targetFIX" 160 344.25 106 "delay" 3
"9072" "EndTrial" 250 344.9 106 "end" 3
"9112" "startFIX" 60 345.1 107 "start" 3
"9132" "targetFIX" 160 345.75 107 "delay" 3
"9152" "EndTrial" 250 346.4 107 "end" 3
"9192" "startFIX" 60 346.6 108 "start" 3
"9212" "targetFIX" 160 347.25 108 "delay" 3
"9232" "EndTrial" 250 347.9 108 "end" 3
"9272" "startFIX" 60 348.1 109 "start" 3
"9292" "targetFIX" 160 348.75 109 "delay" 3
"9312" "EndTrial" 250 349.4 109 "end" 3
